SHOW NAME,COUNTRY/REGION,YEAR,EPISODES,RATINGS,SUMMARY,POSTER
THE BOSS IS WATCHING,South Korea,2016,1,8.4,"""The Boss is Watching"" is a SBS's special show to celebrate the Lunar New Year. In the program participated 120 idols from 20 different K-Pop groups and each group competed with the rest to be the best. The bosses of…",https://i.mydramalist.com/rkJbNc.jpg
I CAN SEE YOUR VOICE: SEASON 1,South Korea,2015,12,8.7,A reality show platform which offers talented singers the chance to make their dreams of stardom a reality.,https://i.mydramalist.com/X4kYdc.jpg
LAW OF THE JUNGLE IN MEXICO,South Korea,2018,11,8.7,Law of the Jungle (Hangul: 정글의 법칙; RR: Jeonggeul-eui Beopchik) is a South Korean reality-documentary show that airs on SBS. Each episode features celebrities sent to survive in remote locations around the world.…,https://i.mydramalist.com/ndNY6c.jpg
SEVENTEEN'S ONE FINE DAY: IN JAPAN,South Korea,2017,8,9.3,,https://i.mydramalist.com/oVl1Lc.jpg
2 DAYS & 1 NIGHT: SEASON 1,South Korea,2007,232,9,"The cast members take various trips throughout South Korea, including many offshore islands. While doing so, members also perform missions at a certain mealtime or point of the day to earn rewards (ex. foods that are…",https://i.mydramalist.com/ReERrc.jpg
NIGHT GOBLIN,South Korea,2017,33,8.4,"A reality show where in each episode, the cast will attempt to be the first to enter different popular places for food or recreation throughout South Korea.",https://i.mydramalist.com/kojLbc.jpg
KANG'S KITCHEN 2,South Korea,2019,6,9.2,"The new season will follow the cast as they head to Gyeongju to sell snacks like ddeokbokki (spicy rice cakes), noodles, and patbingsu (shaved ice with red bean). (Source: Soompi)",https://i.mydramalist.com/0pe14c.jpg
HALF MOON FRIENDS,South Korea,2016,12,9.1,The idol group Winner opens up a daycare for 2 weeks to ten children whom often spend time alone due to busy parents.,https://i.mydramalist.com/koj4bc.jpg
EXCITING INDIA,South Korea,2015,4,8.6,"Five young men get on a plane to an unfamiliar country, cameras in tow. On the show, the five idol stars explore the country, trying to create a report for Korean broadcaster KBS’ 9 o’ clock news.",https://i.mydramalist.com/oVzBkc.jpg
STRONG HEART,South Korea,2009,166,8.5,About twenty guest stars tell emotional (strong) stories to make people cry or laugh. The best storyteller wins the show. Strong Heart gives viewers and fans a chance to look into the lives of stars by listening to their…,https://i.mydramalist.com/Jp2gwc.jpg
I CAN SEE YOUR VOICE: SEASON 3,South Korea,2016,12,8.8,A reality show platform which offers talented singers the chance to make their dreams of stardom a reality.,https://i.mydramalist.com/Z467Yc.jpg
GOT7ING,South Korea,2016,10,9.1,"After ""Real GOT7"" , the boy's group come back with a new Reality Show ""GOT7ing"" . But this time, it was announced that it would be a ""NO script, NO mission, NO game, NO penalty"" ! So, the members will do anything they…",https://i.mydramalist.com/7g3zbc.jpg
2017 IDOL STAR ATHLETICS CHAMPIONSHIPS,South Korea,2017,2,8.3,"The Idol Star Athletics Championships is a South Korean television program which aired for the first time in 2010. The program features celebrities, most notably Korean pop idols singers and groups, which compete in…",https://i.mydramalist.com/yEop6c.jpg
HAPPY TOGETHER: SEASON 3,South Korea,2007,557,8.4,"3rd season of a famous South Korean talk show ""Happy Together"".",https://i.mydramalist.com/D2mozc.jpg
CRIME SCENE: SEASON 2,South Korea,2015,13,9,Second season of Crime Scene.,https://i.mydramalist.com/BpV3qc.jpg
PENTAGON MAKER,South Korea,2016,12,8.3,"Cube Entertainment's survival show, where trainees competed to debut as Pentagon. Through missions, they had to develop 5 skills, such as Vocal/Rap, Talent, Mind, Team Work and Dance.",https://i.mydramalist.com/el2XYc.jpg
ABNORMAL SUMMIT: SEASON 1,South Korea,2014,102,8.7,"The show features a panel of non-Korean men, living in South Korea, who debate on various topics and ""Korean culture, through the eyes of a foreigner,"" in a talk show format, in the Korean language",https://i.mydramalist.com/kojKvc.jpg
2018 IDOL STAR ATHLETICS CHAMPIONSHIPS,South Korea,2018,4,8.3,"The Idol Star Athletics Championships is a South Korean television program which aired for the first time in 2010. The program features celebrities, most notably Korean pop idols singers and groups, which compete in…",https://i.mydramalist.com/WbPvDc.jpg
HOT BLOOD DANCE CREW,China,2018,12,8.7,"Hot Blood Dance Crew brings together 191 dancers from all walks of life, both within and beyond China, including individual trainees who aren't associated with any agencies and they battle it out to be the best dancers…",https://i.mydramalist.com/zEd41c.jpg
LITTLE FOREST,South Korea,2019,16,9.2,"From fine dust in the playgrounds to noise complaint issues in the apartments, children these days have fewer and fewer reasons to spend time running and playing outdoors. An eco-friendly childcare center in the woods…",https://i.mydramalist.com/ElKN0c.jpg
PRODUCE X 101 THE BEGINNING,South Korea,2019,1,8.1,A special episode aired a week before the premiere of Produce X 101.,https://i.mydramalist.com/vOpoDc.jpg
INFINITE'S RANKING KING,South Korea,2012,15,9.1,"Infinite is back with a new album and a new show airing May 23rd called ""Ranking King."" The boys have a mock 'first meeting' in a remote-looking village and then compete with each other to determine the rankings among…",https://i.mydramalist.com/vQBlBc.jpg
NEWLYWEDS DIARY: SEASON 1,South Korea,2017,6,8.3,"Produced by Na Young Seok, the producer of “Three Meals a Day” and “New Journey to the West”, this reality show follows the married life of Gu Hye Seon and Ahn Jae Hyun, a newlywed celebrity couple.",https://i.mydramalist.com/W1Dolc.jpg
HIGH SCHOOL RAPPER,South Korea,2017,8,8.2,"High school students, from all over South Korea, compete against each other.",https://i.mydramalist.com/Yo5gAc.jpg
LIVING TOGETHER IN EMPTY ROOM,South Korea,2017,33,8.3,The program talks about becoming housemates of the celebrities who are living alone. There is an solo artist (or an artist group) acting as the house owner and one or more others will come to rent a room. Each of them…,https://i.mydramalist.com/mkEvbc.jpg
TERRACE HOUSE TOKYO 2019-2020,Japan,2019,24,8.6,"In the year 2020, in the city that has the whole world’s attention due to the Olympic Games, the unscripted and youthful days of six young men and women will begin again.",https://i.mydramalist.com/Z0O47c.jpg
LET GO OF MY BABY: SEASON 3,China,2018,13,9.1,"Let Go Of My Baby is a reality show, where parents let celebrities take care of their child for about a month. They also set different activities at times.",https://i.mydramalist.com/O5yqQc.jpg
EXO TOURGRAM,South Korea,2017,20,9,"EXO PLANET #3 - EXO's A to Z during The EXO’r DIUM North America Tour Concert! From feverish concert place and rehearsals to the members' travel in New York, Los Angeles, and Las Vegas!",https://i.mydramalist.com/YoXrAc.jpg
XOXO EXO,South Korea,2014,4,8.8,"Xoxo Exo is a South Korean reality show starring the popular boy band EXO. Xoxo Exo is a reality tv that ""follows the boys"" activities after they made their comeback. As it follows the group in all their promotions,…",https://i.mydramalist.com/LpWRDc.jpg
SURPLINES EXO,South Korea,2015,3,8.8,,https://i.mydramalist.com/nvR7Ec.jpg
MONSTA X: NO EXIT BROADCAST,South Korea,2017,7,9,,https://i.mydramalist.com/D2L7oc.jpg
THE GREAT ESCAPE,South Korea,2018,13,9.1,“The Great Escape” is a game show where the cast members have to work together to escape a secret room.,https://i.mydramalist.com/2xod2c.jpg
I CAN SEE YOUR VOICE: SEASON 2,South Korea,2015,14,8.7,A reality show platform which offers talented singers the chance to make their dreams of stardom a reality.,https://i.mydramalist.com/0yVB6c.jpg
RED VELVET - LEVEL UP! PROJECT,South Korea,2017,23,9.1,The first Red Velvet variety show. Follow the girls trip in Thailand to find the culture and games and also the culinary!,https://i.mydramalist.com/zNXryc.jpg
BTS' LUCKY DRAW,South Korea,2015,5,9.3,BTS' Lucky Draw is a South Korean show by the boy band BTS. The show is all about BTS playing games that were drawn from a bowl. (Source: BTS Wiki),https://i.mydramalist.com/ndYAxc.jpg
NCT LIFE IN SEOUL,South Korea,2016,7,9.1,"Second season of the NCT Life series, it features the members touring around Seoul and completing missions. Two new Chinese members, WinWin and Kun, are introduced.",https://i.mydramalist.com/pnQvyc.jpg
UNPRETTY RAPSTAR 3,South Korea,2016,10,7.7,The third season of the music competition program focusing on female rappers.,https://i.mydramalist.com/Yo5NKc.jpg
HAPPY CAMP,China,1997,1080,9.1,Happy Camp is a variety show in which different celebrities come on the show each week and participate in both physical and intellectual games.,https://i.mydramalist.com/gZnbqc.jpg
LITTLE HOUSE IN THE FOREST,South Korea,2018,10,8.3,"""The show’s concept revolves around the two actors living off the grid for 2 days and 3 nights. The house in the forest is self-sufficient, with no access to public electricity, gas, or heat. The house is powered with…",https://i.mydramalist.com/8pRK2c.jpg
KANG'S KITCHEN 3,South Korea,2019,4,9.1,Season 3 picks right after second season.,https://i.mydramalist.com/0pgJKc.jpg
EXPLORERS OF THE HUMAN BODY,South Korea,2007,13,9.1,"Explorers of the Human Body's aim was to answer curious questions about the human body, where the Super Junior members perform the answers by doing experiments with their own bodies. It was also the first and currently…",https://i.mydramalist.com/jA28bc.jpg
GO FIGHTING! SEASON 1,China,2015,13,8.9,"Go Fighting! is classified as a game-variety-reality show, and the MCs and guests complete missions at a landmark to win the objective. Usually each episode will also have an over-arching theme or story. Each episode…",https://i.mydramalist.com/0yY84c.jpg
DEOKSPATCH,South Korea,2014,10,8.9,"[Complementary show to NO.MERCY] Short episodes for introducing, and getting to know, the participating trainees from NO.MERCY. After every episode of NO.MERCY there is an episode of Deokspatch.",https://i.mydramalist.com/pk6Qec.jpg
REAL MEN 300,South Korea,2018,18,8.3,“Real Men 300” will follow celebrities undergoing military training as they work to become part of the “300 warriors.” (Source: Soompi),https://i.mydramalist.com/qqqX2c.jpg
CRIME SCENE: SEASON 3,South Korea,2017,12,8.7,Mockup murder scene is replicated and cast and guests have to figure out who amongst them is the murderer.,https://i.mydramalist.com/EYVDQc.jpg
VS ARASHI,Japan,2008,489,9.2,"The idol group Arashi pit their wits, strength and courage against a different team of entertainers or sports people every week.",https://i.mydramalist.com/dRn3Ac.jpg
NCT LIFE: HOT&YOUNG SEOUL TRIP,South Korea,2018,12,9.3,"In the eighth season of NCT Life, Johnny decides to guide his fellow foreign members on a Seoul tour, where they'll see various sides of Seoul they still haven't had the chance to experience.",https://i.mydramalist.com/X8DKZc.jpg
QUEENDOM,South Korea,2019,10,8.6,The concept of “Queendom” revolves around six artists releasing singles on the same day at the same time to compete it out on the music charts. (Source: Soompi),https://i.mydramalist.com/WNzBOc.jpg
THE ROMANTIC AND IDOL: SEASON 1,South Korea,2012,8,7.6,"For 4 days and 3 nights, the 8 idols selected should select another to remain as a couple they should also vote with who they want to stay.",https://i.mydramalist.com/b26BVc.jpg
GIRLS' GENERATION'S HELLO BABY,South Korea,2009,22,8.1,Hello Baby is South Korean reality show where celebrities experience parenthood by raising children ages 5 and under. In first season Girls' Generation is taking care of baby named Cho Kyungsan. Can they handle it?,https://i.mydramalist.com/X4kQxc.jpg
INFINITE SESAME PLAYER,South Korea,2011,9,9,,https://i.mydramalist.com/Lpb5rc.jpg
MY DAUGHTER'S MEN,South Korea,2017,12,8.5,"Four celebrity dads watch their daughters’ dates with their boyfriends. What will the dads talk about, and how will they react as they watch their daughters’ relationships?",https://i.mydramalist.com/7nEByc.jpg
MY DAUGHTER'S MEN 2: DAD IS WATCHING,South Korea,2017,16,8.6,"Celebrity dads watch their daughters’ dates with their boyfriends. What will the dads talk about, and how will they react as they watch their daughters’ relationships?",https://i.mydramalist.com/qkXB8c.jpg
SHOW ME THE MONEY: SEASON 7,South Korea,2018,10,8.6,Show Me The Money is the first and biggest rap (hip hop) competition from South Korea produced by MNet.,https://i.mydramalist.com/8pdNWc.jpg
